datetime,temperature_2m,relative_humidity_2m,dew_point_2m,pressure_msl,surface_pressure,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2013-03-01 07:00:00,22.5,96,21.9,1008.6,1006.4,0.0,0.0,100,1.14,75,2.4
2013-03-01 08:00:00,23.3,92,21.9,1009.4,1007.2,0.0,0.0,100,0.91,84,3.0
2013-03-01 09:00:00,24.3,87,22.0,1010.1,1007.9,0.0,0.0,100,0.54,112,3.1
2013-03-01 10:00:00,25.4,82,22.2,1010.8,1008.6,0.0,0.0,100,0.41,104,3.0
2013-03-01 11:00:00,26.9,76,22.3,1010.2,1008.0,0.0,0.0,90,0.36,124,3.4
2013-03-01 12:00:00,28.1,72,22.5,1009.8,1007.6,0.0,0.0,72,0.36,146,3.4
2013-03-01 13:00:00,29.5,66,22.4,1008.3,1006.1,0.0,0.0,54,0.58,121,3.6
2013-03-01 14:00:00,30.7,61,22.3,1007.4,1005.3,0.0,0.0,17,0.91,96,4.1
2013-03-01 15:00:00,31.0,60,22.4,1006.7,1004.6,0.0,0.0,1,1.63,101,4.3
2013-03-01 16:00:00,30.9,61,22.5,1006.3,1004.2,0.0,0.0,6,2.51,113,5.0
2013-03-01 17:00:00,30.0,66,22.9,1006.5,1004.3,0.0,0.0,23,2.39,123,5.2
2013-03-01 18:00:00,27.9,75,23.1,1007.0,1004.8,0.0,0.0,6,2.75,123,5.5
2013-03-01 19:00:00,25.9,86,23.3,1007.9,1005.7,0.0,0.0,15,3.62,129,6.6
2013-03-01 20:00:00,24.4,93,23.2,1008.8,1006.6,0.0,0.0,49,3.69,131,6.9
2013-03-01 21:00:00,23.6,96,22.9,1010.2,1008.0,0.0,0.0,96,3.11,132,6.6
2013-03-01 22:00:00,23.1,98,22.7,1010.9,1008.7,0.0,0.0,99,2.47,122,5.1
2013-03-01 23:00:00,23.1,97,22.6,1011.1,1008.9,0.0,0.0,100,2.28,105,4.4
2013-03-02 00:00:00,23.1,96,22.5,1011.4,1009.2,0.0,0.0,100,2.43,99,4.6
2013-03-02 01:00:00,23.1,96,22.5,1011.6,1009.4,0.0,0.0,100,2.32,97,4.5
2013-03-02 02:00:00,23.5,95,22.6,1011.5,1009.3,0.0,0.0,100,2.2,93,4.7
2013-03-02 03:00:00,23.4,95,22.6,1011.6,1009.4,0.0,0.0,100,2.1,87,4.5
2013-03-02 04:00:00,23.4,95,22.6,1011.9,1009.7,0.0,0.0,100,2.53,81,4.8
2013-03-02 05:00:00,23.5,95,22.7,1012.5,1010.3,0.1,0.1,100,2.21,85,4.9
2013-03-02 06:00:00,23.5,96,22.8,1013.4,1011.2,0.3,0.3,100,2.06,76,4.5
2013-03-02 07:00:00,23.6,96,22.8,1014.5,1012.3,0.6,0.6,100,2.44,71,4.9
2013-03-02 08:00:00,22.8,96,22.1,1015.6,1013.4,1.2,1.2,100,3.09,61,7.6
2013-03-02 09:00:00,20.2,91,18.7,1017.3,1015.1,1.6,1.6,100,5.32,41,10.8
2013-03-02 10:00:00,18.1,77,14.0,1019.0,1016.7,0.2,0.2,100,6.38,41,12.8
2013-03-02 11:00:00,18.0,70,12.4,1019.4,1017.1,0.0,0.0,100,6.36,45,12.0
2013-03-02 12:00:00,18.2,67,12.0,1019.4,1017.1,0.2,0.2,100,5.23,43,10.2
2013-03-02 13:00:00,17.7,70,12.1,1019.0,1016.7,0.3,0.3,100,4.28,37,8.9
2013-03-02 14:00:00,17.8,70,12.2,1018.5,1016.2,0.3,0.3,100,3.26,18,8.4
2013-03-02 15:00:00,17.3,73,12.3,1018.3,1016.0,0.2,0.2,100,3.18,13,7.3
2013-03-02 16:00:00,16.9,72,11.9,1018.6,1016.3,0.0,0.0,100,3.35,17,7.0
2013-03-02 17:00:00,16.5,71,11.2,1018.2,1015.9,0.1,0.1,95,3.58,36,7.2
2013-03-02 18:00:00,15.9,72,11.0,1018.8,1016.5,0.2,0.2,100,3.75,42,6.9
2013-03-02 19:00:00,15.4,74,10.7,1019.4,1017.1,0.2,0.2,100,4.03,46,6.2
2013-03-02 20:00:00,14.9,75,10.6,1020.8,1018.5,0.2,0.2,100,3.82,45,6.1
2013-03-02 21:00:00,14.0,83,11.2,1022.2,1019.9,0.3,0.3,100,2.97,42,5.9
2013-03-02 22:00:00,13.6,85,11.1,1023.0,1020.7,0.3,0.3,100,2.64,37,5.6
