datetime,temperature_2m,relative_humidity_2m,dew_point_2m,pressure_msl,surface_pressure,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2025-10-01 00:00:00,24.7,96,24.0,1011.8,1009.6,0.1,0.1,100,1.85,109,3.5
2025-10-01 01:00:00,26.2,91,24.6,1012.7,1010.5,0.0,0.0,100,1.07,118,3.8
2025-10-01 02:00:00,27.6,86,25.1,1013.2,1011.0,0.1,0.1,100,1.77,140,5.5
2025-10-01 03:00:00,28.7,82,25.3,1013.2,1011.0,0.2,0.2,100,2.62,156,7.2
2025-10-01 04:00:00,29.8,76,25.1,1012.3,1010.1,0.2,0.2,100,2.95,156,7.9
2025-10-01 05:00:00,29.9,75,24.9,1011.2,1009.0,0.1,0.1,100,3.48,159,8.6
2025-10-01 06:00:00,27.5,83,24.5,1011.2,1009.0,0.7,0.7,100,2.3,182,9.0
2025-10-01 07:00:00,28.0,83,24.8,1010.3,1008.1,0.1,0.1,100,1.54,193,5.5
2025-10-01 08:00:00,28.4,81,24.8,1009.7,1007.5,0.0,0.0,100,1.45,180,4.2
2025-10-01 09:00:00,28.9,78,24.5,1009.5,1007.3,0.0,0.0,100,2.15,180,4.5
2025-10-01 10:00:00,28.5,81,24.9,1009.4,1007.2,0.0,0.0,100,1.24,166,4.5
2025-10-01 11:00:00,27.1,87,24.9,1009.5,1007.3,0.0,0.0,100,0.92,131,2.2
2025-10-01 12:00:00,26.8,91,25.1,1010.2,1008.0,0.0,0.0,100,1.3,176,2.2
2025-10-01 13:00:00,26.7,90,25.0,1011.3,1009.1,0.0,0.0,77,1.15,175,1.8
2025-10-01 14:00:00,26.5,91,25.0,1012.1,1009.9,0.0,0.0,92,1.49,160,2.5
2025-10-01 15:00:00,26.2,93,25.0,1012.4,1010.2,0.0,0.0,98,1.81,156,3.1
2025-10-01 16:00:00,25.9,94,24.9,1012.3,1010.1,0.0,0.0,99,1.57,163,3.4
2025-10-01 17:00:00,25.5,95,24.7,1012.2,1010.0,0.0,0.0,99,1.42,162,2.7
2025-10-01 18:00:00,25.6,97,25.1,1012.0,1009.8,0.0,0.0,96,1.37,156,2.5
2025-10-01 19:00:00,25.0,98,24.8,1011.5,1009.3,0.0,0.0,99,1.14,157,2.3
2025-10-01 20:00:00,24.8,99,24.5,1011.4,1009.2,0.0,0.0,55,0.89,164,1.9
2025-10-01 21:00:00,24.6,99,24.5,1011.2,1009.0,0.0,0.0,98,1.12,148,1.9
2025-10-01 22:00:00,24.5,99,24.2,1011.3,1009.1,0.0,0.0,100,1.2,135,2.1
2025-10-01 23:00:00,24.5,99,24.3,1011.6,1009.4,0.0,0.0,100,1.31,133,2.3
2025-10-02 00:00:00,25.6,96,25.0,1012.8,1010.6,0.0,0.0,99,1.97,114,3.5
2025-10-02 01:00:00,27.6,88,25.5,1013.3,1011.1,0.0,0.0,99,2.18,143,4.9
