datetime,temperature_2m,relative_humidity_2m,dew_point_2m,pressure_msl,surface_pressure,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2026-02-01 00:00:00,15.9,69,10.1,1023.3,1021.0,0.0,0.0,100,2.48,56,6.4
2026-02-01 01:00:00,16.2,65,9.7,1024.1,1021.8,0.0,0.0,100,2.59,49,5.1
2026-02-01 02:00:00,16.5,64,9.6,1025.1,1022.8,0.0,0.0,100,2.48,43,5.3
2026-02-01 03:00:00,17.3,61,9.8,1025.4,1023.1,0.0,0.0,100,2.17,38,5.5
2026-02-01 04:00:00,17.8,61,10.1,1024.8,1022.5,0.0,0.0,100,1.97,27,5.2
2026-02-01 05:00:00,18.8,59,10.4,1023.8,1021.5,0.0,0.0,100,1.72,26,5.2
2026-02-01 06:00:00,19.7,58,11.2,1022.4,1020.1,0.0,0.0,95,1.51,8,5.1
2026-02-01 07:00:00,20.6,56,11.4,1021.3,1019.0,0.0,0.0,100,1.2,17,5.0
2026-02-01 08:00:00,20.9,55,11.5,1020.8,1018.5,0.0,0.0,100,0.67,42,4.4
2026-02-01 09:00:00,20.8,55,11.5,1020.7,1018.4,0.0,0.0,51,0.65,58,3.4
2026-02-01 10:00:00,20.4,58,11.8,1020.9,1018.6,0.0,0.0,39,0.63,61,2.8
2026-02-01 11:00:00,18.5,68,12.4,1021.1,1018.8,0.0,0.0,30,0.71,45,1.2
2026-02-01 12:00:00,18.5,69,12.7,1021.4,1019.1,0.0,0.0,15,0.43,21,2.3
2026-02-01 13:00:00,17.0,77,12.9,1021.9,1019.6,0.0,0.0,6,1.59,49,2.8
2026-02-01 14:00:00,16.2,82,13.1,1022.4,1020.1,0.0,0.0,10,1.76,95,3.2
2026-02-01 15:00:00,15.6,86,13.4,1022.5,1020.2,0.0,0.0,9,1.55,111,3.6
2026-02-01 16:00:00,14.9,89,13.1,1022.7,1020.4,0.0,0.0,16,1.01,123,2.8
2026-02-01 17:00:00,14.7,90,13.1,1022.8,1020.5,0.0,0.0,26,0.72,56,1.6
2026-02-01 18:00:00,14.9,92,13.6,1022.7,1020.4,0.0,0.0,46,1.12,58,2.6
2026-02-01 19:00:00,15.4,90,13.6,1022.7,1020.4,0.0,0.0,100,1.57,31,3.0
2026-02-01 20:00:00,15.6,79,12.1,1022.9,1020.6,0.0,0.0,100,2.77,26,4.8
