datetime,temperature_2m,relative_humidity_2m,dew_point_2m,pressure_msl,surface_pressure,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2024-10-01 00:00:00,24.5,94,23.4,1010.0,1007.8,1.5,1.5,100,3.78,20,7.7
2024-10-01 01:00:00,27.0,87,24.6,1010.4,1008.2,0.0,0.0,28,4.88,6,9.1
2024-10-01 02:00:00,28.0,81,24.4,1011.2,1009.0,0.0,0.0,13,5.3,18,10.9
2024-10-01 03:00:00,29.2,72,23.7,1011.3,1009.1,0.0,0.0,12,6.15,18,11.6
2024-10-01 04:00:00,29.8,69,23.4,1011.0,1008.8,0.0,0.0,24,6.63,15,12.3
2024-10-01 05:00:00,29.9,63,22.0,1010.5,1008.3,0.0,0.0,92,6.57,21,12.7
2024-10-01 06:00:00,29.5,63,21.8,1009.6,1007.4,0.0,0.0,89,6.27,23,12.4
2024-10-01 07:00:00,29.4,61,21.1,1008.9,1006.7,0.0,0.0,100,5.97,28,11.6
2024-10-01 08:00:00,28.6,63,20.9,1008.8,1006.6,0.0,0.0,100,5.35,28,11.0
2024-10-01 09:00:00,27.8,62,19.9,1009.3,1007.1,0.0,0.0,98,5.45,35,9.9
2024-10-01 10:00:00,26.9,62,19.1,1009.6,1007.4,0.0,0.0,93,5.56,33,9.7
2024-10-01 11:00:00,26.1,62,18.2,1010.7,1008.5,0.0,0.0,98,5.24,29,9.8
2024-10-01 12:00:00,25.6,62,17.9,1012.0,1009.8,0.0,0.0,83,4.81,19,9.2
2024-10-01 13:00:00,24.8,64,17.5,1014.0,1011.8,0.0,0.0,17,5.42,5,9.4
2024-10-01 14:00:00,24.2,63,16.6,1014.8,1012.6,0.0,0.0,15,5.0,2,9.4
2024-10-01 15:00:00,23.8,62,16.1,1015.2,1013.0,0.0,0.0,15,5.3,359,9.2
2024-10-01 16:00:00,23.2,61,15.3,1015.2,1013.0,0.0,0.0,93,5.05,1,9.4
2024-10-01 17:00:00,22.8,61,14.9,1015.3,1013.1,0.0,0.0,88,4.6,1,8.8
2024-10-01 18:00:00,22.5,63,14.9,1014.8,1012.6,0.0,0.0,73,4.35,2,8.0
2024-10-01 19:00:00,22.0,65,15.1,1014.5,1012.3,0.0,0.0,74,3.7,358,7.5
2024-10-01 20:00:00,21.8,67,15.4,1014.4,1012.2,0.0,0.0,82,3.78,352,6.5
2024-10-01 21:00:00,21.7,67,15.2,1014.5,1012.3,0.0,0.0,85,4.11,357,7.1
2024-10-01 22:00:00,21.6,65,14.8,1014.9,1012.7,0.0,0.0,93,4.1,1,7.2
2024-10-01 23:00:00,21.4,65,14.5,1015.5,1013.3,0.0,0.0,92,3.67,6,7.1
2024-10-02 00:00:00,21.6,68,15.4,1016.3,1014.1,0.0,0.0,92,3.5,2,6.3
2024-10-02 01:00:00,23.6,65,16.8,1017.3,1015.1,0.0,0.0,98,3.88,12,7.2
2024-10-02 02:00:00,24.6,60,16.4,1018.1,1015.9,0.0,0.0,90,4.75,12,8.9
2024-10-02 03:00:00,25.4,59,16.8,1017.5,1015.3,0.0,0.0,86,5.49,10,10.3
2024-10-02 04:00:00,26.1,56,16.6,1016.7,1014.5,0.0,0.0,66,5.62,16,11.1
2024-10-02 05:00:00,26.9,52,16.2,1015.9,1013.7,0.0,0.0,86,5.19,21,10.7
2024-10-02 06:00:00,27.4,53,16.9,1014.8,1012.6,0.0,0.0,55,4.63,20,10.1
2024-10-02 07:00:00,27.9,52,17.0,1013.6,1011.4,0.0,0.0,13,5.59,28,10.6
2024-10-02 08:00:00,27.4,53,16.9,1013.1,1010.9,0.0,0.0,10,4.68,30,10.7
2024-10-02 09:00:00,26.7,55,17.0,1012.7,1010.5,0.0,0.0,2,4.47,34,8.9
