datetime,temperature_2m,relative_humidity_2m,dew_point_2m,pressure_msl,surface_pressure,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2025-03-01 00:00:00,19.9,97,19.3,1012.5,1010.3,0.0,0.0,100,2.59,140,4.7
2025-03-01 01:00:00,20.7,94,19.6,1013.3,1011.1,0.0,0.0,100,3.54,147,6.7
2025-03-01 02:00:00,22.2,85,19.7,1013.4,1011.2,0.1,0.1,100,4.25,162,8.6
2025-03-01 03:00:00,23.6,79,19.8,1013.7,1011.5,0.0,0.0,100,4.37,164,8.5
2025-03-01 04:00:00,24.4,77,20.1,1012.5,1010.3,0.0,0.0,100,3.53,162,8.6
2025-03-01 05:00:00,25.8,72,20.4,1011.2,1009.0,0.0,0.0,100,4.04,168,8.3
2025-03-01 06:00:00,26.6,68,20.2,1009.6,1007.4,0.0,0.0,97,4.14,160,8.9
2025-03-01 07:00:00,27.7,64,20.4,1008.0,1005.8,0.0,0.0,40,4.32,156,9.2
2025-03-01 08:00:00,28.0,63,20.2,1007.0,1004.8,0.0,0.0,19,4.63,154,9.6
2025-03-01 09:00:00,27.2,67,20.5,1006.6,1004.4,0.0,0.0,51,4.98,149,10.0
2025-03-01 10:00:00,25.9,73,20.7,1006.4,1004.2,0.0,0.0,15,5.26,144,10.0
2025-03-01 11:00:00,24.0,81,20.5,1006.9,1004.7,0.0,0.0,4,5.37,141,10.1
2025-03-01 12:00:00,22.8,86,20.2,1007.8,1005.6,0.0,0.0,5,5.51,144,10.3
2025-03-01 13:00:00,22.4,87,20.0,1009.6,1007.4,0.0,0.0,100,5.12,144,9.9
2025-03-01 14:00:00,22.0,90,20.2,1010.3,1008.1,0.0,0.0,100,4.99,145,9.7
2025-03-01 15:00:00,21.7,91,20.2,1010.4,1008.2,0.0,0.0,100,4.63,145,9.5
2025-03-01 16:00:00,21.5,91,20.1,1010.3,1008.1,0.0,0.0,100,4.34,147,8.9
2025-03-01 17:00:00,21.6,92,20.2,1010.2,1008.0,0.0,0.0,100,3.98,147,8.4
2025-03-01 18:00:00,21.5,93,20.3,1009.6,1007.4,0.0,0.0,100,3.56,151,7.7
