datetime,temperature_2m,relative_humidity_2m,dew_point_2m,pressure_msl,surface_pressure,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2025-07-01 00:00:00,24.8,96,24.2,1004.2,1002.0,0.6,0.6,99,2.57,103,5.2
2025-07-01 01:00:00,25.5,97,25.1,1004.3,1002.1,3.1,3.1,100,2.22,113,4.4
2025-07-01 02:00:00,25.5,97,25.0,1005.0,1002.8,2.0,2.0,100,3.27,115,5.8
2025-07-01 03:00:00,26.6,90,24.9,1005.0,1002.8,1.1,1.1,100,3.97,124,7.3
2025-07-01 04:00:00,28.1,83,24.9,1004.7,1002.5,0.3,0.3,100,3.25,135,7.9
2025-07-01 05:00:00,29.7,76,25.1,1004.3,1002.2,0.3,0.3,100,3.08,138,7.3
2025-07-01 06:00:00,30.9,71,25.1,1003.1,1001.0,0.1,0.1,99,3.16,139,7.6
2025-07-01 07:00:00,31.1,70,25.0,1002.2,1000.1,0.0,0.0,95,3.36,152,8.1
2025-07-01 08:00:00,30.6,70,24.6,1002.0,999.9,0.0,0.0,99,3.14,143,7.8
2025-07-01 09:00:00,29.1,78,24.9,1001.3,999.2,0.4,0.4,100,2.91,114,7.5
2025-07-01 10:00:00,29.0,82,25.6,1001.9,999.8,0.2,0.2,100,2.02,99,6.1
2025-07-01 11:00:00,28.4,86,25.9,1002.1,999.9,0.1,0.1,100,2.29,122,4.4
2025-07-01 12:00:00,27.6,89,25.6,1003.2,1001.0,0.0,0.0,100,2.07,98,4.2
2025-07-01 13:00:00,27.2,83,24.1,1004.3,1002.1,0.0,0.0,100,2.11,104,4.3
2025-07-01 14:00:00,26.8,87,24.5,1005.2,1003.0,0.0,0.0,100,2.6,91,4.6
2025-07-01 15:00:00,26.5,90,24.7,1005.9,1003.7,0.0,0.0,100,3.08,110,5.7
2025-07-01 16:00:00,26.1,92,24.6,1006.1,1003.9,0.4,0.4,100,1.71,148,5.8
2025-07-01 17:00:00,25.6,95,24.7,1005.8,1003.6,0.5,0.5,100,1.07,127,2.8
2025-07-01 18:00:00,25.0,96,24.2,1005.9,1003.7,4.1,4.1,100,1.64,142,4.0
2025-07-01 19:00:00,24.9,97,24.4,1005.5,1003.3,0.4,0.4,100,0.97,145,2.8
2025-07-01 20:00:00,24.7,97,24.2,1005.2,1003.0,0.0,0.0,100,1.0,108,2.6
2025-07-01 21:00:00,24.9,96,24.2,1005.6,1003.4,0.2,0.2,100,1.73,123,3.0
2025-07-01 22:00:00,24.7,96,24.0,1005.9,1003.7,0.2,0.2,100,1.86,126,4.1
2025-07-01 23:00:00,24.8,95,23.9,1006.4,1004.2,0.1,0.1,100,2.47,82,4.6
2025-07-02 00:00:00,25.1,93,23.9,1006.9,1004.7,0.0,0.0,100,3.15,91,6.2
2025-07-02 01:00:00,27.1,86,24.6,1007.2,1005.0,0.1,0.1,100,3.07,97,7.1
2025-07-02 02:00:00,27.1,85,24.4,1007.4,1005.2,0.1,0.1,100,3.08,107,6.9
2025-07-02 03:00:00,27.0,85,24.3,1007.4,1005.2,0.2,0.2,100,3.32,102,7.0
2025-07-02 04:00:00,27.6,84,24.6,1007.0,1004.8,0.4,0.4,100,2.89,104,7.6
2025-07-02 05:00:00,28.4,82,25.0,1006.4,1004.2,0.3,0.3,100,2.84,104,6.8
2025-07-02 06:00:00,30.0,74,24.9,1005.7,1003.5,0.1,0.1,100,2.89,108,7.2
2025-07-02 07:00:00,30.0,74,24.8,1005.1,1003.0,0.1,0.1,100,3.27,115,7.6
2025-07-02 08:00:00,30.3,73,24.9,1004.5,1002.4,0.1,0.1,100,3.2,115,7.8
2025-07-02 09:00:00,27.5,85,24.7,1004.3,1002.1,1.2,1.2,100,3.98,105,9.7
