datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,european_aqi
2024-03-01 00:00:00,22.1,31.9,625.0,7.5,11.2,49.0,67,40
2024-03-01 01:00:00,22.8,33.1,593.0,7.8,11.5,49.0,67,41
2024-03-01 02:00:00,22.4,32.5,548.0,8.1,11.9,50.0,68,42
2024-03-01 03:00:00,23.1,33.9,505.0,8.2,12.2,51.0,69,43
2024-03-01 04:00:00,25.8,38.2,467.0,7.7,12.2,53.0,70,45
2024-03-01 05:00:00,29.7,44.2,432.0,7.0,12.1,56.0,71,48
2024-03-01 06:00:00,33.3,49.7,408.0,6.6,12.1,59.0,73,51
2024-03-01 07:00:00,36.3,54.5,397.0,6.3,12.2,62.0,75,55
2024-03-01 08:00:00,39.2,58.9,397.0,6.3,12.4,64.0,77,60
2024-03-01 09:00:00,41.2,61.9,418.0,7.6,13.3,64.0,80,61
2024-03-01 10:00:00,42.1,63.6,473.0,11.4,15.6,59.0,82,62
2024-03-01 11:00:00,43.3,65.4,549.0,16.5,18.7,50.0,85,63
2024-03-01 12:00:00,42.6,64.0,599.0,20.0,24.2,43.0,87,64
2024-03-01 13:00:00,44.2,66.4,603.0,18.5,24.4,44.0,89,64
2024-03-01 14:00:00,43.7,65.7,607.0,16.5,24.7,46.0,90,65
2024-03-01 15:00:00,43.7,65.7,602.0,14.6,24.6,47.0,92,65
2024-03-01 16:00:00,43.1,65.0,581.0,13.2,23.8,48.0,93,66
2024-03-01 17:00:00,41.4,62.6,552.0,11.9,22.5,49.0,94,66
2024-03-01 18:00:00,41.0,61.9,525.0,10.7,21.1,50.0,95,67
2024-03-01 19:00:00,40.9,61.7,503.0,9.3,19.4,52.0,96,67
2024-03-01 20:00:00,40.5,61.0,484.0,8.0,17.6,53.0,98,67
2024-03-01 21:00:00,40.2,60.5,476.0,7.2,16.4,54.0,99,68
2024-03-01 22:00:00,40.0,60.1,489.0,7.3,16.1,53.0,100,68
2024-03-01 23:00:00,40.2,60.3,512.0,8.0,16.3,51.0,102,69
2024-03-02 00:00:00,55.4,82.7,518.0,9.2,17.9,48.0,103,69
2024-03-02 01:00:00,56.2,83.6,513.0,9.2,18.1,48.0,107,71
2024-03-02 02:00:00,52.0,77.5,506.0,9.1,18.2,49.0,110,72
2024-03-02 03:00:00,47.8,71.2,495.0,8.7,18.2,52.0,113,73
2024-03-02 04:00:00,42.7,63.8,476.0,7.8,17.6,58.0,116,73
2024-03-02 05:00:00,39.0,58.3,454.0,6.6,16.8,66.0,118,74
2024-03-02 06:00:00,36.9,55.1,439.0,5.9,16.4,74.0,119,74
2024-03-02 07:00:00,36.7,54.6,407.0,4.1,16.0,84.0,119,74
2024-03-02 08:00:00,37.3,55.5,382.0,2.9,16.1,95.0,119,74
2024-03-02 09:00:00,38.1,56.6,454.0,7.6,18.7,95.0,119,74
2024-03-02 10:00:00,39.0,57.9,703.0,24.0,25.8,76.0,118,74
2024-03-02 11:00:00,47.8,70.3,1048.0,46.4,35.3,47.0,118,74
2024-03-02 12:00:00,77.1,113.2,1039.0,47.5,44.5,24.0,119,74
2024-03-02 13:00:00,89.9,131.3,1189.0,52.3,51.9,18.0,122,75
2024-03-02 14:00:00,95.7,139.7,1395.0,58.9,62.0,9.0,127,77
2024-03-02 15:00:00,100.6,146.2,1546.0,63.2,69.4,3.0,132,79
2024-03-02 16:00:00,101.7,148.1,1593.0,63.2,71.6,1.0,138,81
2024-03-02 17:00:00,99.0,143.9,1585.0,61.0,71.1,1.0,144,83
2024-03-02 18:00:00,95.9,139.2,1552.0,58.3,69.5,1.0,150,85
2024-03-02 19:00:00,91.5,132.7,1488.0,55.8,66.9,1.0,151,86
2024-03-02 20:00:00,86.8,126.2,1400.0,52.9,63.3,1.0,152,88
2024-03-02 21:00:00,83.8,121.5,1338.0,49.7,59.8,2.0,153,90
2024-03-02 22:00:00,80.6,116.6,1353.0,46.1,55.8,2.0,154,91
2024-03-02 23:00:00,78.5,113.9,1396.0,42.1,51.9,1.0,155,92
2024-03-03 00:00:00,79.2,114.8,1149.0,39.7,63.2,8.0,156,94
2024-03-03 01:00:00,72.2,105.0,1015.0,36.2,66.2,17.0,157,94
2024-03-03 02:00:00,64.0,93.8,828.0,31.4,69.9,31.0,157,95
2024-03-03 03:00:00,58.6,86.1,682.0,26.9,69.9,45.0,157,95
2024-03-03 04:00:00,51.9,76.8,615.0,23.4,62.9,60.0,157,96
2024-03-03 05:00:00,48.4,71.7,588.0,20.2,52.2,75.0,158,96
2024-03-03 06:00:00,48.4,71.7,574.0,18.0,43.4,87.0,158,96
2024-03-03 07:00:00,48.3,71.5,561.0,16.6,38.7,94.0,158,97
2024-03-03 08:00:00,47.8,70.5,560.0,16.1,35.9,98.0,158,97
2024-03-03 09:00:00,45.9,67.8,578.0,17.0,33.5,97.0,159,97
2024-03-03 10:00:00,42.7,63.3,630.0,20.3,31.0,88.0,159,98
2024-03-03 11:00:00,40.5,60.1,702.0,25.0,28.9,74.0,159,98
2024-03-03 12:00:00,35.9,51.9,914.0,40.4,32.5,41.0,159,98
2024-03-03 13:00:00,38.4,55.8,939.0,38.9,31.7,40.0,158,96
2024-03-03 14:00:00,36.7,53.3,970.0,36.7,30.7,38.0,157,95
2024-03-03 15:00:00,34.8,50.8,969.0,34.1,29.6,37.0,155,93
2024-03-03 16:00:00,31.1,45.8,904.0,30.7,28.5,39.0,154,90
2024-03-03 17:00:00,27.6,41.0,806.0,26.9,27.3,42.0,152,88
2024-03-03 18:00:00,27.0,40.4,732.0,24.2,26.8,44.0,151,86
2024-03-03 19:00:00,27.6,41.3,695.0,22.8,26.8,43.0,147,83
2024-03-03 20:00:00,28.7,43.1,683.0,22.4,27.4,41.0,140,81
2024-03-03 21:00:00,29.9,45.1,708.0,23.7,29.3,37.0,134,79
2024-03-03 22:00:00,33.1,49.6,811.0,28.8,33.5,28.0,128,77
2024-03-03 23:00:00,37.5,55.5,953.0,35.6,39.0,16.0,123,76
2024-03-04 00:00:00,46.7,68.0,794.0,30.8,40.5,26.0,119,75
2024-03-04 01:00:00,48.3,70.1,781.0,29.0,41.2,30.0,116,73
2024-03-04 02:00:00,49.2,71.5,764.0,26.4,42.0,37.0,113,73
2024-03-04 03:00:00,51.0,74.0,747.0,23.1,41.8,57.0,112,72
2024-03-04 04:00:00,57.2,82.7,733.0,18.6,39.4,102.0,111,72
2024-03-04 05:00:00,63.3,91.7,720.0,13.4,36.0,159.0,112,72
2024-03-04 06:00:00,68.2,98.5,710.0,9.7,33.5,205.0,113,74
2024-03-04 07:00:00,70.8,102.2,695.0,7.8,32.9,233.0,115,79
2024-03-04 08:00:00,70.3,101.3,683.0,7.3,33.2,249.0,117,81
2024-03-04 09:00:00,67.1,96.6,698.0,9.3,33.2,245.0,120,81
2024-03-04 10:00:00,60.1,86.6,769.0,16.1,32.7,208.0,140,75
2024-03-04 11:00:00,53.0,76.4,868.0,25.3,31.9,150.0,170,76
2024-03-04 12:00:00,61.7,88.9,1119.0,37.5,37.5,115.0,185,76
2024-03-04 13:00:00,56.2,81.3,1089.0,35.8,34.6,97.0,187,77
2024-03-04 14:00:00,49.2,71.5,1046.0,33.4,30.4,72.0,177,78
2024-03-04 15:00:00,43.2,63.1,995.0,31.0,26.9,54.0,156,78
2024-03-04 16:00:00,38.9,56.7,932.0,29.0,24.7,50.0,132,79
2024-03-04 17:00:00,35.6,52.0,862.0,27.0,23.1,53.0,133,79
