datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,european_aqi
2024-08-01 00:00:00,17.5,25.1,436.0,19.7,27.0,41.0,75,54
2024-08-01 01:00:00,19.6,27.9,441.0,19.6,28.5,54.0,75,54
2024-08-01 02:00:00,21.9,31.3,446.0,19.4,30.5,72.0,74,54
2024-08-01 03:00:00,22.8,32.5,437.0,18.1,31.5,91.0,74,54
2024-08-01 04:00:00,21.8,31.1,402.0,14.7,30.6,112.0,74,54
2024-08-01 05:00:00,23.2,33.1,353.0,10.2,28.8,134.0,74,61
2024-08-01 06:00:00,28.6,41.0,318.0,7.1,27.0,149.0,73,63
2024-08-01 07:00:00,31.1,44.5,302.0,6.2,25.2,155.0,73,65
2024-08-01 08:00:00,29.7,42.4,299.0,6.6,23.5,154.0,73,64
2024-08-01 09:00:00,29.1,41.6,317.0,8.7,23.4,148.0,73,63
2024-08-01 10:00:00,29.5,42.0,376.0,13.6,26.7,134.0,82,61
2024-08-01 11:00:00,30.6,43.5,455.0,20.1,31.6,115.0,96,51
2024-08-01 12:00:00,36.7,52.3,537.0,26.9,36.0,91.0,101,51
2024-08-01 13:00:00,32.7,46.6,519.0,26.6,36.2,74.0,96,52
2024-08-01 14:00:00,26.5,37.6,492.0,26.2,36.4,51.0,84,54
2024-08-01 15:00:00,22.6,32.0,458.0,25.3,35.6,33.0,75,54
2024-08-01 16:00:00,18.6,26.3,411.0,23.8,33.2,26.0,75,54
2024-08-01 17:00:00,14.9,21.0,356.0,21.9,30.0,24.0,74,54
2024-08-01 18:00:00,12.8,18.0,311.0,20.0,27.0,25.0,74,53
2024-08-01 19:00:00,11.2,15.8,276.0,18.0,24.6,28.0,73,52
2024-08-01 20:00:00,10.1,14.3,250.0,16.1,22.4,32.0,73,51
2024-08-01 21:00:00,9.4,13.3,246.0,15.2,21.3,35.0,72,50
2024-08-01 22:00:00,9.5,13.5,274.0,16.1,21.6,33.0,72,49
2024-08-01 23:00:00,10.7,15.2,324.0,18.1,23.0,30.0,71,48
