datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,european_aqi
2025-02-01 00:00:00,62.4,64.3,758.0,30.2,14.5,23.0,103,69
2025-02-01 01:00:00,53.9,55.8,653.0,28.5,15.3,32.0,105,70
2025-02-01 02:00:00,41.1,43.1,471.0,26.1,16.5,45.0,106,70
2025-02-01 03:00:00,34.1,36.1,335.0,23.6,17.7,57.0,106,70
2025-02-01 04:00:00,29.5,31.9,301.0,21.2,19.0,67.0,105,70
2025-02-01 05:00:00,33.3,36.7,312.0,18.9,20.2,76.0,105,70
2025-02-01 06:00:00,28.0,31.0,324.0,16.9,20.7,84.0,105,70
2025-02-01 07:00:00,27.6,30.4,317.0,15.0,19.8,91.0,104,70
2025-02-01 08:00:00,27.2,29.8,310.0,13.6,18.1,97.0,103,70
2025-02-01 09:00:00,25.8,28.2,317.0,13.7,16.6,97.0,103,69
2025-02-01 10:00:00,23.2,25.2,351.0,16.8,15.3,88.0,102,69
2025-02-01 11:00:00,22.6,24.2,398.0,21.4,14.2,73.0,102,69
2025-02-01 12:00:00,26.7,28.5,432.0,28.5,17.0,55.0,101,69
2025-02-01 13:00:00,27.3,29.2,442.0,28.8,17.5,51.0,100,68
2025-02-01 14:00:00,31.2,33.1,440.0,29.3,18.1,46.0,100,68
2025-02-01 15:00:00,36.2,37.7,431.0,29.3,18.3,42.0,100,69
2025-02-01 16:00:00,40.0,41.6,415.0,28.6,17.9,41.0,101,69
2025-02-01 17:00:00,40.5,42.3,394.0,27.5,17.2,41.0,102,69
2025-02-01 18:00:00,40.2,41.9,375.0,26.5,16.4,41.0,103,69
2025-02-01 19:00:00,39.2,41.0,357.0,25.8,15.6,40.0,103,69
2025-02-01 20:00:00,37.1,38.9,342.0,25.3,14.8,40.0,103,70
2025-02-01 21:00:00,35.3,36.9,344.0,25.2,14.3,39.0,103,69
2025-02-01 22:00:00,33.4,35.0,382.0,26.1,14.3,38.0,101,69
2025-02-01 23:00:00,32.4,34.0,437.0,27.5,14.5,37.0,100,68
2025-02-02 00:00:00,38.5,40.2,469.0,29.4,15.6,32.0,98,68
2025-02-02 01:00:00,37.7,39.5,455.0,28.3,16.3,36.0,96,67
2025-02-02 02:00:00,32.9,34.8,418.0,26.6,17.0,43.0,94,66
2025-02-02 03:00:00,30.3,32.4,385.0,24.2,16.8,51.0,94,66
2025-02-02 04:00:00,22.1,24.2,364.0,20.0,14.5,62.0,93,66
2025-02-02 05:00:00,19.1,21.1,348.0,15.1,11.1,74.0,93,66
2025-02-02 06:00:00,19.6,21.4,340.0,12.2,8.7,82.0,91,65
2025-02-02 07:00:00,22.6,24.2,339.0,12.5,7.7,84.0,91,65
2025-02-02 08:00:00,24.3,25.7,347.0,14.8,7.7,81.0,90,65
2025-02-02 09:00:00,24.2,25.3,370.0,18.1,9.0,75.0,90,65
2025-02-02 10:00:00,27.7,28.6,419.0,23.6,12.4,63.0,90,65
